"id","stimuli","type","looking","away","order","train_looking","train_away","train_looking_prop","total_looking","total_away","total_looking_prop"
"1","11","drogu","part",7.739125013,2.004750014,1,57.753004312,15.524581433,0.788140107576,177.998877286,86.278464556,0.67353060253
"2","11","kadro","word",6.844016075,2.004974842,2,57.753004312,15.524581433,0.788140107576,177.998877286,86.278464556,0.67353060253
"3","11","zeka","part",5.00481224,3.496183634,3,57.753004312,15.524581433,0.788140107576,177.998877286,86.278464556,0.67353060253
"4","11","fama","word",14.897368908,0,4,57.753004312,15.524581433,0.788140107576,177.998877286,86.278464556,0.67353060253
"5","11","pagu","part",5.601494074,2.004577875,5,57.753004312,15.524581433,0.788140107576,177.998877286,86.278464556,0.67353060253
"6","11","zupa","word",5.038115025,2.004704952,6,57.753004312,15.524581433,0.788140107576,177.998877286,86.278464556,0.67353060253
"7","11","dafa","part",4.192932129,2.004709959,7,57.753004312,15.524581433,0.788140107576,177.998877286,86.278464556,0.67353060253
"8","11","pera","word",8.435140848,2.004680157,8,57.753004312,15.524581433,0.788140107576,177.998877286,86.278464556,0.67353060253
"9","13","zupa","word",5.109004021,2.003142833,1,29.603986024,19.179931166,0.606839051253,66.463932036,83.794231893,0.442331586505
"10","13","pagu","part",4.040822029,2.002916098,2,29.603986024,19.179931166,0.606839051253,66.463932036,83.794231893,0.442331586505
"11","13","fama","word",2.187590122,2.002995015,3,29.603986024,19.179931166,0.606839051253,66.463932036,83.794231893,0.442331586505
"12","13","drogu","part",2.788474083,2.003110885,4,29.603986024,19.179931166,0.606839051253,66.463932036,83.794231893,0.442331586505
"13","13","zeka","part",4.908716916,3.505746127,5,29.603986024,19.179931166,0.606839051253,66.463932036,83.794231893,0.442331586505
"14","13","kadro","word",3.573263884,2.003035069,6,29.603986024,19.179931166,0.606839051253,66.463932036,83.794231893,0.442331586505
"15","13","dafa","part",3.489738941,3.655786992,7,29.603986024,19.179931166,0.606839051253,66.463932036,83.794231893,0.442331586505
"16","13","pera","word",3.506376028,2.003198147,8,29.603986024,19.179931166,0.606839051253,66.463932036,83.794231893,0.442331586505
"17","12","kadro","word",5.700832844,2.004639149,1,46.337914943,17.079574108,0.730680379126,157.358454464,97.986699583,0.616257845391
"18","12","zeka","part",5.965793848,2.402643204,2,46.337914943,17.079574108,0.730680379126,157.358454464,97.986699583,0.616257845391
"19","12","zupa","word",7.924813986,2.004603147,3,46.337914943,17.079574108,0.730680379126,157.358454464,97.986699583,0.616257845391
"20","12","fama","word",6.479411125,2.00502491,4,46.337914943,17.079574108,0.730680379126,157.358454464,97.986699583,0.616257845391
"21","12","drogu","part",4.938194036,2.005048037,5,46.337914943,17.079574108,0.730680379126,157.358454464,97.986699583,0.616257845391
"22","12","dafa","part",3.944068193,2.004913807,6,46.337914943,17.079574108,0.730680379126,157.358454464,97.986699583,0.616257845391
"23","12","pera","word",7.12568903,2.647950887,7,46.337914943,17.079574108,0.730680379126,157.358454464,97.986699583,0.616257845391
"24","12","pagu","part",4.259111881,2.004750967,8,46.337914943,17.079574108,0.730680379126,157.358454464,97.986699583,0.616257845391
"25","20","kadro","word",10.720849038,4.277008055,1,40.405382873,21.548730135,0.652182412293,114.283077481,111.148902413,0.50695148725
"26","20","fama","word",3.990447044,2.308799029,2,40.405382873,21.548730135,0.652182412293,114.283077481,111.148902413,0.50695148725
"27","20","pera","word",3.837401867,2.299221993,3,40.405382873,21.548730135,0.652182412293,114.283077481,111.148902413,0.50695148725
"28","20","zupa","word",5.062801838,2.243658066,4,40.405382873,21.548730135,0.652182412293,114.283077481,111.148902413,0.50695148725
"29","20","dafa","part",0.488796949,2.015231133,5,40.405382873,21.548730135,0.652182412293,114.283077481,111.148902413,0.50695148725
"30","20","zeka","part",5.641805888,2.799221992,6,40.405382873,21.548730135,0.652182412293,114.283077481,111.148902413,0.50695148725
"31","20","pagu","part",8.873347283,3.589630842,7,40.405382873,21.548730135,0.652182412293,114.283077481,111.148902413,0.50695148725
"32","20","drogu","part",1.789932966,2.015959025,8,40.405382873,21.548730135,0.652182412293,114.283077481,111.148902413,0.50695148725
"33","16","fama","word",12.14738226,2.75027275,1,81.0098362,16.62447476,0.829727125674,149.97365641,61.40881348,0.70948956405
"34","16","kadro","word",14.10260201,0.89438796,2,81.0098362,16.62447476,0.829727125674,149.97365641,61.40881348,0.70948956405
"35","16","zupa","word",7.39118315,2.03778981,3,81.0098362,16.62447476,0.829727125674,149.97365641,61.40881348,0.70948956405
"36","16","pera","word",5.87979913,3.71494889,4,81.0098362,16.62447476,0.829727125674,149.97365641,61.40881348,0.70948956405
"37","16","pagu","part",14.71222591,0.29788804,5,81.0098362,16.62447476,0.829727125674,149.97365641,61.40881348,0.70948956405
"38","16","drogu","part",10.17512178,3.26417017,6,81.0098362,16.62447476,0.829727125674,149.97365641,61.40881348,0.70948956405
"39","16","dafa","part",3.26486587,2.0047741,7,81.0098362,16.62447476,0.829727125674,149.97365641,61.40881348,0.70948956405
"40","16","zeka","part",13.33665609,1.66024304,8,81.0098362,16.62447476,0.829727125674,149.97365641,61.40881348,0.70948956405
"41","19","kadro","word",8.315201997,2.579982997,1,58.461716891,19.53729105,0.749518723818,125.351073742,116.822950363,0.517607427985
"42","19","pera","word",9.637081862,2.010630131,2,58.461716891,19.53729105,0.749518723818,125.351073742,116.822950363,0.517607427985
"43","19","zupa","word",5.73970294,2.014173031,3,58.461716891,19.53729105,0.749518723818,125.351073742,116.822950363,0.517607427985
"44","19","fama","word",10.095791102,2.482165813,4,58.461716891,19.53729105,0.749518723818,125.351073742,116.822950363,0.517607427985
"45","19","dafa","part",5.624170065,2.465775967,5,58.461716891,19.53729105,0.749518723818,125.351073742,116.822950363,0.517607427985
"46","19","zeka","part",10.472244978,3.46521902,6,58.461716891,19.53729105,0.749518723818,125.351073742,116.822950363,0.517607427985
"47","19","pagu","part",5.975447893,2.519205093,7,58.461716891,19.53729105,0.749518723818,125.351073742,116.822950363,0.517607427985
"48","19","drogu","part",2.602076054,2.000138998,8,58.461716891,19.53729105,0.749518723818,125.351073742,116.822950363,0.517607427985
"49","32","kadro","word",7.782696247,2.655978918,1,54.989198208,21.823794124,0.715884078182,122.948288681,108.774347304,0.5305838515
"50","32","zupa","word",7.712317944,2.000785112,2,54.989198208,21.823794124,0.715884078182,122.948288681,108.774347304,0.5305838515
"51","32","dafa","part",6.916790962,3.473237038,3,54.989198208,21.823794124,0.715884078182,122.948288681,108.774347304,0.5305838515
"52","32","pagu","part",7.964668989,2.015430927,4,54.989198208,21.823794124,0.715884078182,122.948288681,108.774347304,0.5305838515
"53","32","fama","word",10.323589086,4.579041958,5,54.989198208,21.823794124,0.715884078182,122.948288681,108.774347304,0.5305838515
"54","32","drogu","part",2.106653929,2.015488147,6,54.989198208,21.823794124,0.715884078182,122.948288681,108.774347304,0.5305838515
"55","32","zeka","part",4.56953311,2.005905866,7,54.989198208,21.823794124,0.715884078182,122.948288681,108.774347304,0.5305838515
"56","32","pera","word",7.612947941,3.077926158,8,54.989198208,21.823794124,0.715884078182,122.948288681,108.774347304,0.5305838515
"57","28","kadro","word",10.262355089,2.005870819,1,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"58","28","pagu","part",6.767350912,2.000902176,2,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"59","28","drogu","part",8.855587005,2.007110834,3,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"60","28","fama","word",3.805980921,2.027406931,4,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"61","28","dafa","part",5.637305021,2.006884813,5,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"62","28","zupa","word",5.699019194,2.013603925,6,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"63","28","pera","word",5.10538888,2.010704994,7,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"64","28","zeka","part",5.09253025,2.74967289,8,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"65","29","dafa","part",10.2673738,2.076855183,1,52.551039694,18.367243293,0.741008347645,141.166494367,83.926733496,0.627146785833
"66","29","zeka","part",3.968804836,2.487360954,2,52.551039694,18.367243293,0.741008347645,141.166494367,83.926733496,0.627146785833
"67","29","fama","word",8.077735185,2.016214848,3,52.551039694,18.367243293,0.741008347645,141.166494367,83.926733496,0.627146785833
"68","29","drogu","part",7.123839855,2.673209191,4,52.551039694,18.367243293,0.741008347645,141.166494367,83.926733496,0.627146785833
"69","29","kadro","word",5.433079958,2.013946057,5,52.551039694,18.367243293,0.741008347645,141.166494367,83.926733496,0.627146785833
"70","29","pera","word",8.516838073,3.092767955,6,52.551039694,18.367243293,0.741008347645,141.166494367,83.926733496,0.627146785833
"71","29","pagu","part",3.97080493,2.003281117,7,52.551039694,18.367243293,0.741008347645,141.166494367,83.926733496,0.627146785833
"72","29","zupa","word",5.192563057,2.003607988,8,52.551039694,18.367243293,0.741008347645,141.166494367,83.926733496,0.627146785833
"73","35","fama","word",11.981575726,2.91443205,1,69.839098213,15.687832119,0.81657435783,151.11727476,84.458232165,0.64148126744
"74","35","pera","word",12.294591904,2.728976965,2,69.839098213,15.687832119,0.81657435783,151.11727476,84.458232165,0.64148126744
"75","35","zupa","word",5.136214971,2.014215947,3,69.839098213,15.687832119,0.81657435783,151.11727476,84.458232165,0.64148126744
"76","35","pagu","part",4.606018781,2.005017042,4,69.839098213,15.687832119,0.81657435783,151.11727476,84.458232165,0.64148126744
"77","35","drogu","part",5.03351593,2.016258001,5,69.839098213,15.687832119,0.81657435783,151.11727476,84.458232165,0.64148126744
"78","35","zeka","part",7.560587883,2.005921126,6,69.839098213,15.687832119,0.81657435783,151.11727476,84.458232165,0.64148126744
"79","35","dafa","part",8.22239399,2.003010988,7,69.839098213,15.687832119,0.81657435783,151.11727476,84.458232165,0.64148126744
"80","35","kadro","word",15.004199028,0,8,69.839098213,15.687832119,0.81657435783,151.11727476,84.458232165,0.64148126744
"81","34","zeka","part",5.838262796,2.010604143,1,46.517586706,20.198313477,0.697248880378,145.918129917,100.744595054,0.591569439339
"82","34","pagu","part",8.958851814,4.339386225,2,46.517586706,20.198313477,0.697248880378,145.918129917,100.744595054,0.591569439339
"83","34","fama","word",4.450088024,2.005023002,3,46.517586706,20.198313477,0.697248880378,145.918129917,100.744595054,0.591569439339
"84","34","pera","word",5.954805135,2.726590872,4,46.517586706,20.198313477,0.697248880378,145.918129917,100.744595054,0.591569439339
"85","34","drogu","part",6.410650969,3.102178097,5,46.517586706,20.198313477,0.697248880378,145.918129917,100.744595054,0.591569439339
"86","34","zupa","word",7.876612901,2.004670144,6,46.517586706,20.198313477,0.697248880378,145.918129917,100.744595054,0.591569439339
"87","34","kadro","word",6.751841068,2.002776862,7,46.517586706,20.198313477,0.697248880378,145.918129917,100.744595054,0.591569439339
"88","34","dafa","part",0.276473999,2.007084132,8,46.517586706,20.198313477,0.697248880378,145.918129917,100.744595054,0.591569439339
"89","1","fama","word",4.769597053,5.255996943,1,55.63263512,25.682586905,0.68416015765,119.341699604,71.06159639,0.62678379059
"90","1","kadro","word",5.750668049,2.004724025,2,55.63263512,25.682586905,0.68416015765,119.341699604,71.06159639,0.62678379059
"91","1","pera","word",5.2200799,2.949496984,3,55.63263512,25.682586905,0.68416015765,119.341699604,71.06159639,0.62678379059
"92","1","zupa","word",3.646198988,2.004665136,4,55.63263512,25.682586905,0.68416015765,119.341699604,71.06159639,0.62678379059
"93","1","dafa","part",7.788688899,3.512877225,5,55.63263512,25.682586905,0.68416015765,119.341699604,71.06159639,0.62678379059
"94","1","pagu","part",7.72247982,2.004873991,6,55.63263512,25.682586905,0.68416015765,119.341699604,71.06159639,0.62678379059
"95","1","drogu","part",10.274591208,3.695027828,7,55.63263512,25.682586905,0.68416015765,119.341699604,71.06159639,0.62678379059
"96","1","zeka","part",10.460331203,4.254924773,8,55.63263512,25.682586905,0.68416015765,119.341699604,71.06159639,0.62678379059
"97","33","kadro","word",15.0062930584,0,1,83.7991373544,13.434406757,0.861833620488,127.179121969,55.3275370621,0.696846474777
"98","33","drogu","part",13.664614201,1.338034868,2,83.7991373544,13.434406757,0.861833620488,127.179121969,55.3275370621,0.696846474777
"99","33","zupa","word",10.251466036,2.000149965,3,83.7991373544,13.434406757,0.861833620488,127.179121969,55.3275370621,0.696846474777
"100","33","fama","word",4.261920929,2.903458118,4,83.7991373544,13.434406757,0.861833620488,127.179121969,55.3275370621,0.696846474777
"101","33","pagu","part",4.074645996,2.012117863,5,83.7991373544,13.434406757,0.861833620488,127.179121969,55.3275370621,0.696846474777
"102","33","pera","word",15.027040959,0,6,83.7991373544,13.434406757,0.861833620488,127.179121969,55.3275370621,0.696846474777
"103","33","dafa","part",10.803741216,2.40742898,7,83.7991373544,13.434406757,0.861833620488,127.179121969,55.3275370621,0.696846474777
"104","33","zeka","part",10.709414959,2.773216963,8,83.7991373544,13.434406757,0.861833620488,127.179121969,55.3275370621,0.696846474777
"105","27","zeka","part",5.734623909,2.002258062,1,51.373431685,16.724255322,0.754407879958,98.678996565,131.532793282,0.428644408831
"106","27","pagu","part",6.982364178,2.669600963,2,51.373431685,16.724255322,0.754407879958,98.678996565,131.532793282,0.428644408831
"107","27","dafa","part",4.641275883,2.006954193,3,51.373431685,16.724255322,0.754407879958,98.678996565,131.532793282,0.428644408831
"108","27","kadro","word",12.564510823,2.013280153,4,51.373431685,16.724255322,0.754407879958,98.678996565,131.532793282,0.428644408831
"109","27","drogu","part",4.279086113,2.015827894,5,51.373431685,16.724255322,0.754407879958,98.678996565,131.532793282,0.428644408831
"110","27","zupa","word",4.133936882,2.006042958,6,51.373431685,16.724255322,0.754407879958,98.678996565,131.532793282,0.428644408831
"111","27","pera","word",3.606978894,2.005475998,7,51.373431685,16.724255322,0.754407879958,98.678996565,131.532793282,0.428644408831
"112","27","fama","word",9.430655003,2.004815101,8,51.373431685,16.724255322,0.754407879958,98.678996565,131.532793282,0.428644408831
"113","36","fama","word",8.9681968689,2.0057661533,1,30.2785689849,16.0481648443,0.653587388581,63.6437067996,99.4924442755,0.390126323198
"114","36","zeka","part",4.115237951,2.006227017,2,30.2785689849,16.0481648443,0.653587388581,63.6437067996,99.4924442755,0.390126323198
"115","36","drogu","part",3.446666003,2.006151914,3,30.2785689849,16.0481648443,0.653587388581,63.6437067996,99.4924442755,0.390126323198
"116","36","kadro","word",2.10296011,2.005569935,4,30.2785689849,16.0481648443,0.653587388581,63.6437067996,99.4924442755,0.390126323198
"117","36","pera","word",3.713722945,2.006628036,5,30.2785689849,16.0481648443,0.653587388581,63.6437067996,99.4924442755,0.390126323198
"118","36","zupa","word",3.730306149,2.00660181,6,30.2785689849,16.0481648443,0.653587388581,63.6437067996,99.4924442755,0.390126323198
"119","36","pagu","part",2.96219182,2.005870104,7,30.2785689849,16.0481648443,0.653587388581,63.6437067996,99.4924442755,0.390126323198
"120","36","dafa","part",1.239287138,2.005349875,8,30.2785689849,16.0481648443,0.653587388581,63.6437067996,99.4924442755,0.390126323198
"121","9","pagu","part",13.704242229,1.292539835,1,282.527985292,36.539528773,0.889161405247,174.870978593,66.4548063282,0.724626167279
"122","9","drogu","part",14.996894836,0,2,282.527985292,36.539528773,0.889161405247,174.870978593,66.4548063282,0.724626167279
"123","9","kadro","word",13.707890034,1.292376995,3,282.527985292,36.539528773,0.889161405247,174.870978593,66.4548063282,0.724626167279
"124","9","zeka","part",12.541099071,2.455837012,4,282.527985292,36.539528773,0.889161405247,174.870978593,66.4548063282,0.724626167279
"125","9","dafa","part",8.749838114,2.551686048,5,282.527985292,36.539528773,0.889161405247,174.870978593,66.4548063282,0.724626167279
"126","9","zupa","word",10.85444808,2.004766941,6,282.527985292,36.539528773,0.889161405247,174.870978593,66.4548063282,0.724626167279
"127","9","pera","word",13.542026042,1.471406937,7,282.527985292,36.539528773,0.889161405247,174.870978593,66.4548063282,0.724626167279
"128","9","fama","word",13.323546886,1.573915005,8,282.527985292,36.539528773,0.889161405247,174.870978593,66.4548063282,0.724626167279
"129","2","kadro","word",10.262355089,2.005870819,1,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"130","2","pagu","part",6.767350912,2.000902176,2,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"131","2","drogu","part",8.855587005,2.007110834,3,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"132","2","fama","word",3.805980921,2.027406931,4,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"133","2","dafa","part",5.637305021,2.006884813,5,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"134","2","zupa","word",5.699019194,2.013603925,6,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"135","2","pera","word",5.10538888,2.010704994,7,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
"136","2","zeka","part",5.09253025,2.74967289,8,51.225517272,16.822157382,0.752788651963,94.616805077,83.492537975,0.531228757884
